train_loss,test_loss,train_predict,train_label,validation_pred,validation_label
0.71340012550354,0.5497932434082031,0.5300041437149048,0.6068493127822876,0.5300041437149048,0.6068493127822876
0.4175713062286377,0.2877243161201477,0.6498001217842102,0.6901615262031555,0.6498001217842102,0.6901615262031555
0.17680741846561432,0.10526594519615173,0.6741454601287842,0.7628787755966187,0.6741454601287842,0.7628787755966187
0.0681636705994606,0.05860542878508568,0.6836622953414917,0.8246914148330688,0.6836622953414917,0.8246914148330688
0.048774100840091705,0.04787803813815117,0.5381518602371216,0.4493663012981415,0.5381518602371216,0.4493663012981415
0.043309129774570465,0.04443778097629547,0.5682805776596069,0.5463322997093201,0.5682805776596069,0.5463322997093201
0.0407111831009388,0.043012835085392,0.46562325954437256,0.48345622420310974,0.46562325954437256,0.48345622420310974
0.038908712565898895,0.04095560684800148,0.5648164749145508,0.6539711356163025,0.5648164749145508,0.6539711356163025
0.03668365254998207,0.03989402577280998,0.5001658797264099,0.5913604497909546,0.5001658797264099,0.5913604497909546
0.03469886630773544,0.03766479343175888,0.4996764659881592,0.4778604507446289,0.4996764659881592,0.4778604507446289
0.03258431330323219,0.036047980189323425,0.4972883462905884,0.48540133237838745,0.4972883462905884,0.48540133237838745
0.030590824782848358,0.03361548110842705,0.6651537418365479,0.5657411813735962,0.6651537418365479,0.5657411813735962
0.028117602691054344,0.031175052747130394,0.5959370136260986,0.7714271545410156,0.5959370136260986,0.7714271545410156
0.025795748457312584,0.029556315392255783,0.5009044408798218,0.4727301001548767,0.5009044408798218,0.4727301001548767
0.023611702024936676,0.026161396875977516,0.5661144852638245,0.5884681940078735,0.5661144852638245,0.5884681940078735
0.0211026668548584,0.02326793409883976,0.4813123345375061,0.5015474557876587,0.4813123345375061,0.5015474557876587
0.018736178055405617,0.021275803446769714,0.5219975709915161,0.6654907464981079,0.5219975709915161,0.6654907464981079
0.017198821529746056,0.0236885454505682,0.7423439025878906,0.7167385816574097,0.7423439025878906,0.7167385816574097
0.016661666333675385,0.01681368798017502,0.4842004179954529,0.5874112248420715,0.4842004179954529,0.5874112248420715
0.013632954098284245,0.014133846387267113,0.722731351852417,0.6745520234107971,0.722731351852417,0.6745520234107971
0.011606059968471527,0.012994472868740559,0.5133933424949646,0.5608704686164856,0.5133933424949646,0.5608704686164856
0.010602347552776337,0.01298026368021965,0.46408355236053467,0.4789125621318817,0.46408355236053467,0.4789125621318817
0.009933080524206161,0.012486649677157402,0.6855634450912476,0.7291799783706665,0.6855634450912476,0.7291799783706665
0.009413231164216995,0.011819246225059032,0.5116713047027588,0.5926023125648499,0.5116713047027588,0.5926023125648499
0.008882611989974976,0.011087488383054733,0.7068997025489807,0.7774476408958435,0.7068997025489807,0.7774476408958435
0.008466597646474838,0.010665405541658401,0.5243801474571228,0.6184471249580383,0.5243801474571228,0.6184471249580383
0.008153649047017097,0.010488877072930336,0.7007952332496643,0.7647426724433899,0.7007952332496643,0.7647426724433899
0.007965333759784698,0.01049524825066328,0.7295321822166443,0.8081921935081482,0.7295321822166443,0.8081921935081482
0.007854703813791275,0.01056667324155569,0.6997972726821899,0.7893903255462646,0.6997972726821899,0.7893903255462646
0.007772717624902725,0.010651829652488232,0.4745372533798218,0.5824775695800781,0.4745372533798218,0.5824775695800781
0.007710612844675779,0.01069916132837534,0.5486681461334229,0.7983270883560181,0.5486681461334229,0.7983270883560181
0.007657607086002827,0.010662849061191082,0.5853458642959595,0.7922101616859436,0.5853458642959595,0.7922101616859436
