train_loss,test_loss,train_predict,train_label,validation_predict,validation_label
14.352468490600586,8.957869529724121,1.6312761306762695,3.365713119506836,1.8886890411376953,3.811013698577881
5.296586990356445,2.536226272583008,1.5136523246765137,4.8459649085998535,1.8352667093276978,4.334214687347412
1.25995671749115,0.6755978465080261,1.625852108001709,5.030436992645264,1.2082070112228394,4.790878772735596
0.49741631746292114,0.5421218276023865,1.6817193031311035,5.0402092933654785,1.3679362535476685,5.1790618896484375
0.5042762756347656,0.5405327081680298,1.79105806350708,3.21256685256958,1.886527419090271,2.8220202922821045
0.47704407572746277,0.5247631072998047,1.590679407119751,4.191924095153809,1.6579208374023438,3.430966854095459
0.4527381956577301,0.5255201458930969,1.5375196933746338,3.5766398906707764,1.3155436515808105,3.036105155944824
0.43852734565734863,0.5109009742736816,1.6339902877807617,3.358386278152466,1.431138277053833,4.106938362121582
0.41542407870292664,0.4830561876296997,2.072556257247925,2.915358543395996,1.5702723264694214,3.7137434482574463
0.38896700739860535,0.46517348289489746,1.9270291328430176,5.1095662117004395,1.8469517230987549,3.0009636878967285
0.3611519932746887,0.43977057933807373,1.8003220558166504,4.902638912200928,1.6780312061309814,3.0483202934265137
0.33783289790153503,0.41777390241622925,1.4784462451934814,3.9272501468658447,1.7110936641693115,3.552854537963867
0.32016822695732117,0.3994308114051819,1.5282148122787476,3.9325218200683594,1.4614940881729126,4.844562530517578
0.30176839232444763,0.3864273726940155,2.1365675926208496,4.579057693481445,1.644542932510376,2.968744993209839
0.2890477478504181,0.3790667653083801,1.471144437789917,3.0254549980163574,1.4480721950531006,3.69558048248291
0.2772901952266693,0.36860811710357666,1.5850181579589844,4.92563009262085,2.001272201538086,3.1497180461883545
0.2727716267108917,0.3614061772823334,1.6141256093978882,3.2277965545654297,1.2332496643066406,4.179281711578369
0.2706756293773651,0.35505473613739014,1.3765385150909424,3.661308526992798,1.6099052429199219,4.501118183135986
0.2672104835510254,0.35672271251678467,1.2295292615890503,3.3574774265289307,1.42360520362854,3.6889426708221436
0.2648563086986542,0.35089629888534546,1.4807730913162231,3.1289565563201904,1.7317230701446533,4.236186504364014
0.2644509971141815,0.3562270402908325,1.6729108095169067,4.1900248527526855,2.065652370452881,3.522266387939453
0.2641695737838745,0.34488728642463684,1.424919843673706,4.6915764808654785,1.150050163269043,3.00757098197937
0.261932909488678,0.34590011835098267,1.3076801300048828,5.347997188568115,1.5248637199401855,4.579250335693359
0.25966566801071167,0.3441174030303955,1.7162566184997559,3.5617573261260986,1.5554547309875488,3.7215425968170166
0.25897133350372314,0.3451765179634094,1.4890456199645996,3.081545352935791,1.423666000366211,4.882371425628662
0.25952616333961487,0.35531479120254517,1.89737069606781,4.6330976486206055,1.745314359664917,3.883847951889038
0.26406341791152954,0.3365536630153656,1.4979206323623657,3.239305019378662,1.6980012655258179,4.802584171295166
0.2550140619277954,0.3421586751937866,2.011357069015503,4.201728343963623,1.5297000408172607,5.075447082519531
0.25440698862075806,0.34289467334747314,1.8285247087478638,4.731168746948242,1.5451045036315918,4.957371234893799
0.2534779906272888,0.3346411883831024,1.5516235828399658,4.133272171020508,1.9175169467926025,3.657959222793579
0.25379401445388794,0.34943267703056335,1.5723378658294678,3.954927444458008,1.4839853048324585,5.013494491577148
0.25243422389030457,0.3247378170490265,1.237185001373291,4.116487979888916,1.6645771265029907,4.9750800132751465
0.24989181756973267,0.3439798653125763,1.3101224899291992,2.9763197898864746,1.4776997566223145,3.6162304878234863
0.25271254777908325,0.32056885957717896,1.5452237129211426,4.845373630523682,1.8319225311279297,3.0007896423339844
0.257750540971756,0.32683485746383667,1.6048945188522339,3.8608036041259766,1.718278408050537,4.5937323570251465
0.2577580511569977,0.3444061279296875,1.4324877262115479,4.440999507904053,1.335106611251831,5.040615081787109
0.24820154905319214,0.32112258672714233,1.4773716926574707,4.096304416656494,1.1780664920806885,2.9882001876831055
0.2463207244873047,0.3425557613372803,1.9363977909088135,3.0743470191955566,1.513089895248413,3.6853551864624023
0.24787312746047974,0.3175884187221527,1.406202793121338,2.8672680854797363,1.539486050605774,3.980074882507324
0.24618862569332123,0.3384963274002075,1.498910665512085,3.03318190574646,1.4579439163208008,1.5971591472625732
0.2460683435201645,0.3158150613307953,1.2642947435379028,3.6263554096221924,1.3311617374420166,3.7751526832580566
0.24585777521133423,0.3323323726654053,1.6253705024719238,3.1288001537323,1.3108717203140259,5.0240912437438965
0.24462449550628662,0.3208399713039398,1.2551881074905396,4.111378192901611,1.683854341506958,4.246986389160156
0.24363988637924194,0.3256559371948242,1.4305610656738281,4.290818691253662,1.3437494039535522,3.775006055831909
0.2424280196428299,0.31313592195510864,1.7338063716888428,3.1392855644226074,1.515146255493164,4.161539077758789
0.2443525642156601,0.31901785731315613,1.6784214973449707,3.213310480117798,1.5867741107940674,3.746253252029419
0.24104921519756317,0.319799542427063,1.7227096557617188,3.0894381999969482,1.9479222297668457,2.9964559078216553
0.24128124117851257,0.33190667629241943,1.6265331506729126,3.995999336242676,1.5086888074874878,4.018014430999756
0.2504384517669678,0.30689918994903564,1.4338862895965576,3.323488235473633,1.5782982110977173,5.286264896392822
0.24459689855575562,0.31409117579460144,1.4007189273834229,4.109798431396484,1.4564508199691772,3.4651615619659424
0.240522563457489,0.313632607460022,1.6469775438308716,5.014743804931641,1.2754998207092285,4.175214767456055
0.23945960402488708,0.31899306178092957,1.904418706893921,3.4418444633483887,1.9193094968795776,3.0343434810638428
0.2383018434047699,0.30524542927742004,1.4605178833007812,4.089580535888672,1.5905089378356934,3.3640053272247314
0.24142469465732574,0.3044223487377167,1.1764943599700928,3.1976022720336914,1.7434282302856445,2.8158836364746094
0.23832067847251892,0.31090161204338074,1.8301374912261963,3.9115281105041504,1.892743468284607,3.3488965034484863
0.23616117238998413,0.3251532018184662,1.5605504512786865,3.7953174114227295,1.5705127716064453,4.815948009490967
0.23944157361984253,0.31607553362846375,1.2259786128997803,4.65297269821167,1.576125144958496,3.8992598056793213
0.23463371396064758,0.31180134415626526,1.668294906616211,3.8555500507354736,1.3876484632492065,3.1974780559539795
0.23433412611484528,0.312276691198349,1.4381730556488037,3.720527172088623,1.7642724514007568,2.7164113521575928
0.23295898735523224,0.30948230624198914,1.8153501749038696,3.075700521469116,1.3448407649993896,4.141463756561279
0.23363639414310455,0.33698296546936035,1.3073019981384277,3.4496185779571533,1.4372334480285645,3.124526023864746
0.23747940361499786,0.29980820417404175,1.4808692932128906,3.9795773029327393,1.309617042541504,5.041627883911133
0.23723144829273224,0.29695913195610046,1.6724052429199219,5.139439582824707,1.6694631576538086,3.0257089138031006
0.23286880552768707,0.2976585626602173,1.5604405403137207,3.1828553676605225,1.2330288887023926,3.192521572113037
0.23109014332294464,0.3152710795402527,1.5943899154663086,3.0486557483673096,1.2867392301559448,4.099111557006836
0.23205596208572388,0.31105777621269226,2.1180453300476074,3.0809903144836426,1.202787160873413,4.2950119972229
0.22938698530197144,0.29763495922088623,1.5020768642425537,3.4076380729675293,1.4562108516693115,3.9104795455932617
0.22999006509780884,0.2922119200229645,1.5282841920852661,3.600684404373169,1.4706058502197266,2.8273563385009766
0.2282915860414505,0.29738810658454895,1.4405999183654785,3.4322004318237305,1.6558952331542969,3.728902816772461
0.22834083437919617,0.309320867061615,1.676922082901001,4.1398539543151855,1.5135746002197266,3.9942548274993896
0.2265990674495697,0.2946487367153168,1.3475139141082764,4.542024612426758,1.880463719367981,3.403036594390869
0.2271895855665207,0.2913333773612976,1.6459850072860718,3.567591905593872,1.2555385828018188,3.851663589477539
0.23453564941883087,0.3048287630081177,1.5104477405548096,4.662501811981201,1.538799524307251,4.5314507484436035
0.2286507785320282,0.3208223581314087,1.5574826002120972,3.871738910675049,1.9228317737579346,4.251428604125977
0.22483259439468384,0.30357134342193604,1.7187625169754028,5.00452184677124,1.3906313180923462,3.5036542415618896
0.2228376716375351,0.29621562361717224,1.2292866706848145,3.495023012161255,1.3641575574874878,3.70951247215271
0.22182901203632355,0.2872336208820343,1.7117493152618408,4.283857822418213,1.7327940464019775,4.182292461395264
0.22999368607997894,0.3137285113334656,1.2208971977233887,2.677837610244751,1.8879388570785522,2.977553129196167
0.22151906788349152,0.29452815651893616,1.4239261150360107,5.022195339202881,1.3791563510894775,3.9903013706207275
0.22384288907051086,0.2893885374069214,1.763495683670044,3.4394307136535645,1.5060853958129883,4.226387023925781
0.22310474514961243,0.29058754444122314,1.381734013557434,4.79597806930542,1.3237965106964111,5.145001411437988
0.21762724220752716,0.2878113090991974,1.378570556640625,3.6439735889434814,1.5970532894134521,3.0205466747283936
0.2230304479598999,0.3063942790031433,1.1641287803649902,3.7448322772979736,1.8009984493255615,4.492175102233887
0.22053831815719604,0.31738564372062683,1.6270161867141724,5.16626501083374,1.8531107902526855,3.261847734451294
0.22105300426483154,0.2886408567428589,1.6740610599517822,3.2538442611694336,1.2524598836898804,3.317448139190674
0.2161550670862198,0.294825941324234,1.7429401874542236,5.0597968101501465,1.7090861797332764,5.074510097503662
0.21920247375965118,0.29008087515830994,2.071420669555664,3.07918119430542,2.1258223056793213,2.700737476348877
0.2192935198545456,0.2862430214881897,1.5607479810714722,3.151597499847412,1.6840095520019531,3.012669563293457
0.21566689014434814,0.2858116924762726,1.3999354839324951,3.7032294273376465,1.4149503707885742,3.0425541400909424
0.21415574848651886,0.28998029232025146,1.8464821577072144,2.855691909790039,1.754880428314209,3.4570415019989014
