,train_loss,test_loss,train_predict,train_label,validation_predict,validation_label
0,0.71340012550354,0.5497932434082031,0.5300041437149048,0.6068493127822876,0.5300041437149048,0.6068493127822876
1,0.4175713062286377,0.2877243161201477,0.6498001217842102,0.6901615262031555,0.6498001217842102,0.6901615262031555
2,0.1768074184656143,0.1052659451961517,0.6741454601287842,0.7628787755966187,0.6741454601287842,0.7628787755966187
3,0.0681636705994606,0.0586054287850856,0.6836622953414917,0.8246914148330688,0.6836622953414917,0.8246914148330688
4,0.0487741008400917,0.0478780381381511,0.5381518602371216,0.4493663012981415,0.5381518602371216,0.4493663012981415
5,0.0433091297745704,0.0444377809762954,0.5682805776596069,0.5463322997093201,0.5682805776596069,0.5463322997093201
6,0.0407111831009388,0.043012835085392,0.4656232595443725,0.4834562242031097,0.4656232595443725,0.4834562242031097
7,0.0389087125658988,0.0409556068480014,0.5648164749145508,0.6539711356163025,0.5648164749145508,0.6539711356163025
8,0.036683652549982,0.0398940257728099,0.5001658797264099,0.5913604497909546,0.5001658797264099,0.5913604497909546
9,0.0346988663077354,0.0376647934317588,0.4996764659881592,0.4778604507446289,0.4996764659881592,0.4778604507446289
10,0.0325843133032321,0.0360479801893234,0.4972883462905884,0.4854013323783874,0.4972883462905884,0.4854013323783874
11,0.0305908247828483,0.033615481108427,0.6651537418365479,0.5657411813735962,0.6651537418365479,0.5657411813735962
12,0.0281176026910543,0.0311750527471303,0.5959370136260986,0.7714271545410156,0.5959370136260986,0.7714271545410156
13,0.0257957484573125,0.0295563153922557,0.5009044408798218,0.4727301001548767,0.5009044408798218,0.4727301001548767
14,0.0236117020249366,0.0261613968759775,0.5661144852638245,0.5884681940078735,0.5661144852638245,0.5884681940078735
15,0.0211026668548584,0.0232679340988397,0.4813123345375061,0.5015474557876587,0.4813123345375061,0.5015474557876587
16,0.0187361780554056,0.0212758034467697,0.5219975709915161,0.6654907464981079,0.5219975709915161,0.6654907464981079
17,0.017198821529746,0.0236885454505682,0.7423439025878906,0.7167385816574097,0.7423439025878906,0.7167385816574097
18,0.0166616663336753,0.016813687980175,0.4842004179954529,0.5874112248420715,0.4842004179954529,0.5874112248420715
19,0.0136329540982842,0.0141338463872671,0.722731351852417,0.6745520234107971,0.722731351852417,0.6745520234107971
20,0.0116060599684715,0.0129944728687405,0.5133933424949646,0.5608704686164856,0.5133933424949646,0.5608704686164856
21,0.0106023475527763,0.0129802636802196,0.4640835523605346,0.4789125621318817,0.4640835523605346,0.4789125621318817
22,0.0099330805242061,0.0124866496771574,0.6855634450912476,0.7291799783706665,0.6855634450912476,0.7291799783706665
23,0.0094132311642169,0.011819246225059,0.5116713047027588,0.5926023125648499,0.5116713047027588,0.5926023125648499
24,0.0088826119899749,0.0110874883830547,0.7068997025489807,0.7774476408958435,0.7068997025489807,0.7774476408958435
25,0.0084665976464748,0.0106654055416584,0.5243801474571228,0.6184471249580383,0.5243801474571228,0.6184471249580383
