,Unnamed: 0,train_loss,test_loss,train_predict,train_label,validation_predict,validation_label
0,0,17.15192413330078,17.2020206451416,1051.9952306395303,1098.442429816266,1051.9952306395303,1098.442429816266
1,1,16.054243087768555,16.076047897338867,1196.6324823882164,1237.5480374738297,1196.6324823882164,1237.5480374738297
2,2,14.884151458740234,14.725048065185549,1074.277157254793,1358.963258291481,1074.277157254793,1358.963258291481
3,3,13.329692840576172,12.756991386413574,1027.5484239679379,1462.1710734472929,1027.5484239679379,1462.1710734472929
4,4,11.23402976989746,10.631765365600586,1081.6784281873167,835.4946757479061,1081.6784281873167,835.4946757479061
5,5,9.23013973236084,8.709587097167969,1066.0561963973487,997.3978197098008,1066.0561963973487,997.3978197098008
6,6,7.272863864898682,6.748476505279541,1187.499440347691,892.4143110406687,1187.499440347691,892.4143110406687
7,7,5.3288655281066895,4.829471588134766,1098.3440563903105,1177.1211502590445,1098.3440563903105,1177.1211502590445
8,8,3.4834237098693848,2.983983993530273,1083.6283490142278,1072.5807739927227,1083.6283490142278,1072.5807739927227
9,9,2.2347447872161865,2.005154609680176,930.1300976289011,883.0710955049601,930.1300976289011,883.0710955049601
10,10,1.6542210578918457,1.5832149982452393,1073.0934058916002,895.6619900552307,1073.0934058916002,895.6619900552307
11,11,1.374609351158142,1.3430219888687134,1088.830016729801,1029.8045786111068,1088.830016729801,1029.8045786111068
12,12,1.155750393867493,1.162586688995361,1278.0053850937898,1373.2363118381768,1278.0053850937898,1373.2363118381768
13,13,0.9718461632728576,1.0178472995758057,1061.8986163675238,874.5049768594745,1061.8986163675238,874.5049768594745
14,14,0.8267468810081482,0.9029340147972108,1162.4169818199523,1067.7517288622214,1162.4169818199523,1067.7517288622214
15,15,0.7144460082054138,0.8132858872413635,970.4773733614411,922.6210147390127,970.4773733614411,922.6210147390127
16,16,0.6340073347091675,0.7462559342384338,1214.6681599532324,1196.3553617885589,1214.6681599532324,1196.3553617885589
17,17,0.5777773261070251,0.6935237646102905,1056.2234800115684,1281.9233061880573,1056.2234800115684,1281.9233061880573
18,18,0.5398954153060913,0.6569839715957642,1367.0411522826912,1065.9869096005814,1367.0411522826912,1065.9869096005814
19,19,0.516328752040863,0.63243567943573,1134.1128733544108,1211.4848756515526,1134.1128733544108,1211.4848756515526
20,20,0.502091646194458,0.6172022223472595,955.896437578917,1021.6719943125477,955.896437578917,1021.6719943125477
21,21,0.4934227764606476,0.60809725522995,1350.1008761093947,884.8278056058122,1350.1008761093947,884.8278056058122
22,22,0.487110823392868,0.6023633480072021,1082.8478223478025,1302.6966630225875,1082.8478223478025,1302.6966630225875
23,23,0.4819465279579162,0.5981695652008057,1156.7210541074842,1074.6543794622132,1156.7210541074842,1074.6543794622132
24,24,0.4772653579711914,0.593890905380249,1132.610285741473,1383.2887200127868,1132.610285741473,1383.2887200127868
25,25,0.4731571078300476,0.5892191529273987,938.3398651857165,1117.8071855407645,938.3398651857165,1117.8071855407645
26,26,0.4695940315723419,0.5851888656616211,1076.0847024881928,1362.0753149152868,1076.0847024881928,1362.0753149152868
27,27,0.4664727449417114,0.581708550453186,1183.8499191818073,1434.622526067914,1183.8499191818073,1434.622526067914
28,28,0.4636087119579315,0.5781040191650391,1120.8442124867197,1403.2291729784238,1120.8442124867197,1403.2291729784238
29,29,0.4609395265579223,0.5747641324996948,978.0600236214967,1057.749198673312,978.0600236214967,1057.749198673312
30,30,0.4583750069141388,0.571608304977417,1180.9691198712342,1418.150959388177,1180.9691198712342,1418.150959388177
31,31,0.4557977020740509,0.5685986280441284,1100.3634501258757,1407.937537843949,1100.3634501258757,1407.937537843949
32,32,0.4532823860645294,0.5658574104309082,1040.530951103161,1046.654617106648,1040.530951103161,1046.654617106648
33,33,0.4506472051143646,0.5632563233375549,929.2209410611863,883.0248068199363,929.2209410611863,883.0248068199363
34,34,0.4480762481689453,0.5610379576683044,1113.8662663347532,1306.5470786767198,1113.8662663347532,1306.5470786767198
35,35,0.4456430077552795,0.5593023896217346,1074.141694388511,1425.3615985736465,1074.141694388511,1425.3615985736465
36,36,0.4433731436729431,0.5577000975608826,952.7939790109951,879.6776111206847,952.7939790109951,879.6776111206847
37,37,0.4411547780036926,0.5559655427932739,1123.2133370452627,1065.03308618,1123.2133370452627,1065.03308618
38,38,0.438895583152771,0.5541941523551941,1047.3077900675796,1143.3914548905254,1047.3077900675796,1143.3914548905254
39,39,0.4366764426231384,0.5526401400566101,1065.641618875478,509.83577692666404,1065.641618875478,509.83577692666404
40,40,0.4345639944076538,0.551199734210968,934.8627102145541,1088.9079178481927,934.8627102145541,1088.9079178481927
41,41,0.4326844811439514,0.5495400428771973,1390.9755663421179,1420.9683477201274,1390.9755663421179,1420.9683477201274
42,42,0.4306563138961792,0.5484020709991455,1243.8791118816082,1214.3562896055414,1243.8791118816082,1214.3562896055414
43,43,0.4280973076820373,0.5470588803291321,991.6367262494904,1088.868914114172,991.6367262494904,1088.868914114172
44,44,0.4250788390636444,0.5454676747322083,1147.2763012437422,1191.6380369650478,1147.2763012437422,1191.6380369650478
45,45,0.421630710363388,0.5438498258590698,1131.264670211465,1081.2243151831767,1131.264670211465,1081.2243151831767
46,46,0.4182129204273224,0.5416179895401001,880.3362345011624,881.8726147152865,880.3362345011624,881.8726147152865
47,47,0.4149741232395172,0.5392727851867676,1075.8891520698407,1153.478559638344,1075.8891520698407,1153.478559638344
48,48,0.4118550419807434,0.5375900268554688,1110.2143523017517,1490.6735771843153,1110.2143523017517,1490.6735771843153
49,49,0.4089507758617401,0.5359123945236206,1092.0680711010668,1006.4893056247133,1092.0680711010668,1006.4893056247133
50,50,0.4057681262493133,0.5337737798690796,1026.4880647857883,1195.2741314876591,1026.4880647857883,1195.2741314876591
51,51,0.4021877646446228,0.5316331386566162,972.4776773348885,891.9459205960588,972.4776773348885,891.9459205960588
52,52,0.3985596597194671,0.5289115905761719,922.0766906445301,979.5944629545143,922.0766906445301,979.5944629545143
53,53,0.3948487937450409,0.5270691514015198,829.3066416189489,833.8630860099044,829.3066416189489,833.8630860099044
54,54,0.3916108608245849,0.5252007246017456,1141.1156255621656,975.5774239867436,1141.1156255621656,975.5774239867436
55,55,0.3885661661624908,0.5241689085960388,1211.7475592862659,1365.6284567111463,1211.7475592862659,1365.6284567111463
56,56,0.3860240280628204,0.5231913328170776,1073.8450320407246,1121.9047843681687,1073.8450320407246,1121.9047843681687
57,57,0.3838147819042206,0.5221943855285645,913.9013271993869,935.3191629109872,913.9013271993869,935.3191629109872
58,58,0.3819050192832947,0.52131187915802,938.2851748783678,807.4160019522772,938.2851748783678,807.4160019522772
59,59,0.3803453743457794,0.5207014679908752,924.4047908257086,1186.3005607468313,924.4047908257086,1186.3005607468313
60,60,0.3789559304714203,0.5200095176696777,1105.960020678129,915.9231138020699,1105.960020678129,915.9231138020699
61,61,0.3776988983154297,0.519611656665802,1296.32517574793,1425.6309290614652,1296.32517574793,1425.6309290614652
62,62,0.3766011893749237,0.5192625522613525,964.2899507429697,889.650230470621,964.2899507429697,889.650230470621
63,63,0.375539094209671,0.5191549062728882,1013.8041142920462,934.0013844017834,1013.8041142920462,934.0013844017834
64,64,0.3747083246707916,0.5193226337432861,1250.548431350199,1175.040206663726,1250.548431350199,1175.040206663726
65,65,0.3738201558589935,0.5193665623664856,1234.0438962790606,1227.1250539449045,1234.0438962790606,1227.1250539449045
66,66,0.3729951083660126,0.5188021659851074,1357.3032731970145,1124.8878122794986,1357.3032731970145,1124.8878122794986
67,67,0.3721193969249725,0.5186716318130493,916.5000606515923,836.9133800746577,916.5000606515923,836.9133800746577
68,68,0.3714188635349273,0.5181915163993835,1192.0740705287421,1076.6112661911784,1192.0740705287421,1076.6112661911784
