,train_loss,test_loss,train_predict,train_label,validation_predict,validation_label
0,0.71340012550354,0.5497932434082031,970.1348537172674,1098.4424256348013,970.1348537172674,1098.4424256348013
1,0.4175713062286377,0.2877243161201477,1170.1569404418171,1237.5479536053838,1170.1569404418171,1237.5479536053838
2,0.1768074184656143,0.1052659451961517,1210.8060962496997,1358.9631813865306,1210.8060962496997,1358.9631813865306
3,0.0681636705994606,0.0586054287850856,1226.6962560775876,1462.1710960869193,1226.6962560775876,1462.1710960869193
4,0.0487741008400917,0.0478780381381511,983.7390104433894,835.4946949313431,983.7390104433894,835.4946949313431
5,0.0433091297745704,0.0444377809762954,1034.0446135721802,997.3978043355047,1034.0446135721802,997.3978043355047
6,0.0407111831009388,0.043012835085392,862.6387674170136,892.414281261578,862.6387674170136,892.414281261578
7,0.0389087125658988,0.0409556068480014,1028.2606375918388,1177.1212384416165,1028.2606375918388,1177.1212384416165
8,0.036683652549982,0.0398940257728099,920.3142176374495,1072.5808337312342,920.3142176374495,1072.5808337312342
9,0.0346988663077354,0.0376647934317588,919.4970486575364,883.0710770735741,919.4970486575364,883.0710770735741
10,0.0325843133032321,0.0360479801893234,915.5096302737593,895.6620079582034,915.5096302737593,895.6620079582034
11,0.0305908247828483,0.033615481108427,1195.7927186301947,1029.804610257089,1195.7927186301947,1029.804610257089
12,0.0281176026910543,0.0311750527471303,1080.2222743128539,1373.2363199520112,1080.2222743128539,1373.2363199520112
13,0.0257957484573125,0.0295563153922557,921.5473854404091,874.504984562546,921.5473854404091,874.504984562546
14,0.0236117020249366,0.0261613968759775,1030.4279118429124,1067.7516646189094,1030.4279118429124,1067.7516646189094
15,0.0211026668548584,0.0232679340988397,888.8346511977612,922.6210206803679,888.8346511977612,922.6210206803679
16,0.0187361780554056,0.0212758034467697,956.766363310039,1196.3554117750525,956.766363310039,1196.3554117750525
17,0.017198821529746,0.0236885454505682,1324.6763195400238,1281.9233840382697,1324.6763195400238,1281.9233840382697
18,0.0166616663336753,0.016813687980175,893.6568538226187,1065.986854300946,893.6568538226187,1065.986854300946
19,0.0136329540982842,0.0141338463872671,1291.9294495087863,1211.4849306927622,1291.9294495087863,1211.4849306927622
20,0.0116060599684715,0.0129944728687405,942.3999733337462,1021.6720323090254,942.3999733337462,1021.6720323090254
21,0.0106023475527763,0.0129802636802196,860.0679344990848,884.8277764097005,860.0679344990848,884.8277764097005
22,0.0099330805242061,0.0124866496771574,1229.8705858526828,1302.6966534957292,1229.8705858526828,1302.6966534957292
23,0.0094132311642169,0.011819246225059,939.524704913497,1074.6543589652479,939.524704913497,1074.6543589652479
24,0.0088826119899749,0.0110874883830547,1265.4955108991564,1383.2886628035606,1265.4955108991564,1383.2886628035606
25,0.0084665976464748,0.0106654055416584,960.7445262176096,1117.8071708476245,960.7445262176096,1117.8071708476245
26,0.008153649047017,0.0104888770729303,1255.3029426070154,1362.0753103806676,1255.3029426070154,1362.0753103806676
27,0.0079653337597846,0.0104952482506632,1303.2847245592177,1434.6225194825233,1303.2847245592177,1434.6225194825233
28,0.0078547038137912,0.0105666732415556,1253.6366583260894,1403.2292379661799,1253.6366583260894,1403.2292379661799
29,0.0077727176249027,0.0106518296524882,877.5223693271279,1057.7491819133759,877.5223693271279,1057.7491819133759
30,0.0077106128446757,0.0106991613283753,1001.2979425834417,1418.1508569936157,1001.2979425834417,1418.1508569936157
31,0.0076576070860028,0.010662849061191,1062.5383434833884,1407.9374887603224,1062.5383434833884,1407.9374887603224
32,0.0075924200937151,0.0105959037318825,1124.9167698717415,1046.6545530154706,1124.9167698717415,1046.6545530154706
33,0.0075278361327946,0.0106244571506977,919.4615195714532,883.0247996925413,919.4615195714532,883.0247996925413
34,0.0074904831126332,0.0106517886742949,1252.7348962840736,1306.5471306401491,1252.7348962840736,1306.5471306401491
35,0.0074587445706129,0.0106818489730358,1277.45726844424,1425.361569607258,1277.45726844424,1425.361569607258
36,0.0074327657930552,0.0106979319825768,858.6433873332738,879.6776015070079,858.6433873332738,879.6776015070079
37,0.0074083292856812,0.0106789283454418,1047.7922799401283,1065.0331421666742,1047.7922799401283,1065.0331421666742
38,0.0073826741427183,0.0106488168239593,1072.7164811943471,1143.3913970287442,1072.7164811943471,1143.3913970287442
39,0.0073598711751401,0.0106221213936805,1029.0106297283173,509.83578854171924,1029.0106297283173,509.83578854171924
40,0.0073418752290308,0.010586223565042,991.5515280529559,1088.9078918445707,991.5515280529559,1088.9078918445707
41,0.0073220133781433,0.0105238584801554,1144.662681470275,1420.968403089136,1144.662681470275,1420.968403089136
42,0.0073064295575022,0.0104856975376605,1039.3268034123778,1214.3563177842796,1039.3268034123778,1214.3563177842796
43,0.0072951586917042,0.0104326391592621,1028.9937111158968,1088.8688795147539,1028.9937111158968,1088.8688795147539
44,0.0072835003957152,0.0103879943490028,1112.904057446897,1191.6380050259531,1112.904057446897,1191.6380050259531
45,0.007272464223206,0.0103261414915323,956.3216028458774,1081.224254253149,956.3216028458774,1081.224254253149
46,0.0072621461004018,0.0102817295119166,890.1010590980648,881.8725924260764,890.1010590980648,881.8725924260764
47,0.0072550834156572,0.010231134481728,993.941033254236,1153.47857231763,993.941033254236,1153.47857231763
48,0.0072465115226805,0.0101797766983509,1107.4137686739266,1490.6734843468369,1107.4137686739266,1490.6734843468369
49,0.0072425855323672,0.0101439105346798,935.2302634749115,1006.4892695228159,935.2302634749115,1006.4892695228159
50,0.0072358078323304,0.0100920172408223,1148.667814636469,1195.2741133988798,1148.667814636469,1195.2741133988798
51,0.0072256685234606,0.0100463619455695,932.0114477012753,891.9458845006525,932.0114477012753,891.9458845006525
52,0.007220268715173,0.0100064827129244,902.1298939653336,979.5945475278496,902.1298939653336,979.5945475278496
53,0.0072134281508624,0.0099547784775495,886.3954848929642,833.8630938058792,886.3954848929642,833.8630938058792
54,0.0072080064564943,0.0099147129803895,927.8957464268506,975.5773722904622,927.8957464268506,975.5773722904622
55,0.0072011686861515,0.0098707089200615,1011.0110174953342,1365.628418031484,1011.0110174953342,1365.628418031484
56,0.0071958387270569,0.009835535660386,1218.3731944579185,1121.9047592546344,1218.3731944579185,1121.9047592546344
57,0.0071889851242303,0.0097939828410744,1214.2397784010768,935.3192354719937,1214.2397784010768,935.3192354719937
58,0.0071828351356089,0.0097605194896459,881.2437674109041,807.4160183913111,881.2437674109041,807.4160183913111
59,0.007177569437772,0.0097335055470466,874.5912694858908,1186.3005808922649,874.5912694858908,1186.3005808922649
60,0.007171134930104,0.0096954395994544,915.7742572762667,915.9230913049429,915.7742572762667,915.9230913049429
61,0.0071662338450551,0.0096588218584656,1170.6454902557732,1425.6308741084933,1170.6454902557732,1425.6308741084933
62,0.0071602356620132,0.0096502676606178,898.1986055662929,889.6501780770569,898.1986055662929,889.6501780770569
63,0.0071605364792048,0.0096191735938191,1020.7889802619219,934.0013750856816,1020.7889802619219,934.0013750856816
64,0.0071563553065061,0.0096177365630865,1065.473822259605,1175.0402491138877,1065.473822259605,1175.0402491138877
65,0.0071536493487656,0.0095965806394815,1198.4790957188309,1227.1249936205745,1198.4790957188309,1227.1249936205745
66,0.007146893069148,0.0095745921134948,1258.450103080988,1124.8878091881277,1258.450103080988,1124.8878091881277
67,0.0071416022256016,0.0095472801476717,856.1013160564601,836.9134201040565,856.1013160564601,836.9134201040565
68,0.0071356939151883,0.0095465769991278,977.3258611235022,1076.6113448160588,977.3258611235022,1076.6113448160588
69,0.007135584950447,0.0095209693536162,988.7906095484196,1147.161461003542,988.7906095484196,1147.161461003542
70,0.0071276645176112,0.0095401434227824,857.682211105287,989.9719267803729,857.682211105287,989.9719267803729
71,0.0071295499801635,0.0095008295029401,948.0431267459988,1109.2502342915536,948.0431267459988,1109.2502342915536
72,0.0071223592385649,0.0095342276617884,1121.6274930534364,1289.9879889729025,1121.6274930534364,1289.9879889729025
73,0.0071242870762944,0.0094872321933507,902.249518507272,1215.5374359737336,902.249518507272,1215.5374359737336
74,0.0071140322834253,0.0095111969858407,933.2300854018032,1016.7235372185111,933.2300854018032,1016.7235372185111
75,0.0071168900467455,0.0094700092449784,1051.0729979309738,1071.455945047766,1051.0729979309738,1071.455945047766
76,0.0071070338599383,0.0095056118443608,950.5433990980089,1197.1558611850442,950.5433990980089,1197.1558611850442
77,0.0071118138730525,0.0094724455848336,880.3847995061873,876.8468190852999,880.3847995061873,876.8468190852999
78,0.0071002217009663,0.0095166377723217,984.7721405347884,1146.1104170872272,984.7721405347884,1146.1104170872272
79,0.0071054403670132,0.0094611821696162,943.9518081777095,1208.8793648587466,943.9518081777095,1208.8793648587466
80,0.0070921904407441,0.0095561342313885,1080.3623007109463,1453.1151599856914,1080.3623007109463,1453.1151599856914
